plate,prefix,number,suffix,province,region,vehicle_type
B8607TCP,B,8607,TCP,Jadetabek,Jakarta Timur,Truck/Commercial
R2916ZB,R,2916,ZB,Banyumas,Banyumas,Motorcycle
KB8655FWJ,KB,8655,FWJ,Kalbar,Kalbar,Truck/Commercial
L7849AAS,L,7849,AAS,Surabaya,Surabaya,Bus
DA5739NWG,DA,5739,NWG,Kalsel,Kalsel,Motorcycle
W5434WFH,W,5434,WFH,Sidoarjo,Sidoarjo,Motorcycle
K152AM,K,152,AM,Pati,Pati,Private Car
AE6865XMP,AE,6865,XMP,Madiun,Madiun,Motorcycle
T371PX,T,371,PX,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
DD2302EU,DD,2302,EU,Sulsel,Sulsel,Motorcycle
E9528IJO,E,9528,IJO,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B7618EBO,B,7618,EBO,Jadetabek,Depok,Bus
KB2037EY,KB,2037,EY,Kalbar,Kalbar,Motorcycle
B1440SG,B,1440,SG,Jadetabek,Jakarta Selatan,Private Car
E8960IJ,E,8960,IJ,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B9778WK,B,9778,WK,Jadetabek,Tangsel,Truck/Commercial
AG8008SH,AG,8008,SH,Kediri,Kediri,Truck/Commercial
B587BL,B,587,BL,Jadetabek,Jakarta Barat,Private Car
B6370ZL,B,6370,ZL,Jadetabek,Depok,Motorcycle
B1638TY,B,1638,TY,Jadetabek,Jakarta Timur,Private Car
E2530VL,E,2530,VL,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B3735UJK,B,3735,UJK,Jadetabek,Jakarta Utara,Motorcycle
N5910IS,N,5910,IS,Malang,Malang,Motorcycle
B355PD,B,355,PD,Jadetabek,Jakarta Pusat,Private Car
DD6471QI,DD,6471,QI,Sulsel,Sulsel,Motorcycle
B4747PDI,B,4747,PDI,Jadetabek,Jakarta Pusat,Motorcycle
B574PO,B,574,PO,Jadetabek,Jakarta Pusat,Private Car
DK1395LU,DK,1395,LU,Bali,Bali,Private Car
AG7624RXB,AG,7624,RXB,Kediri,Kediri,Bus
DB2167PDU,DB,2167,PDU,Sulut,Sulut,Motorcycle
A9472AGZ,A,9472,AGZ,Banten,Banten,Truck/Commercial
DB7267OVN,DB,7267,OVN,Sulut,Sulut,Bus
AG8636OIB,AG,8636,OIB,Kediri,Kediri,Truck/Commercial
N7570PVQ,N,7570,PVQ,Malang,Malang,Bus
H9950NKP,H,9950,NKP,Semarang,Semarang,Truck/Commercial
B1702POW,B,1702,POW,Jadetabek,Jakarta Pusat,Private Car
N8628XQ,N,8628,XQ,Malang,Malang,Truck/Commercial
DK9253QHS,DK,9253,QHS,Bali,Bali,Truck/Commercial
M2240TEK,M,2240,TEK,Madura,Madura,Motorcycle
DD7126GLE,DD,7126,GLE,Sulsel,Sulsel,Bus
KB3621QK,KB,3621,QK,Kalbar,Kalbar,Motorcycle
AG1457ES,AG,1457,ES,Kediri,Kediri,Private Car
DD5284VR,DD,5284,VR,Sulsel,Sulsel,Motorcycle
T9152OWA,T,9152,OWA,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
AE7186KOK,AE,7186,KOK,Madiun,Madiun,Bus
B7467ZKI,B,7467,ZKI,Jadetabek,Depok,Bus
W106NM,W,106,NM,Sidoarjo,Sidoarjo,Private Car
B9048BES,B,9048,BES,Jadetabek,Jakarta Barat,Truck/Commercial
A561LHA,A,561,LHA,Banten,Banten,Private Car
P8397JQE,P,8397,JQE,Besuki,Besuki,Truck/Commercial
B8190EN,B,8190,EN,Jadetabek,Depok,Truck/Commercial
AA9207EX,AA,9207,EX,Kedu,Kedu,Truck/Commercial
KB3253SLC,KB,3253,SLC,Kalbar,Kalbar,Motorcycle
DK8847NTT,DK,8847,NTT,Bali,Bali,Truck/Commercial
B8534FAM,B,8534,FAM,Jadetabek,Bekasi Kab,Truck/Commercial
S5437JZ,S,5437,JZ,Bojonegoro,Bojonegoro,Motorcycle
R7175LR,R,7175,LR,Banyumas,Banyumas,Bus
G8652TAB,G,8652,TAB,Pekalongan,Pekalongan,Truck/Commercial
T1710BH,T,1710,BH,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
K1901DII,K,1901,DII,Pati,Pati,Private Car
B614SD,B,614,SD,Jadetabek,Jakarta Selatan,Private Car
B8595KX,B,8595,KX,Jadetabek,Bekasi Kota,Truck/Commercial
Z4033FNT,Z,4033,FNT,Tasikmalaya,Tasikmalaya,Motorcycle
F6404DH,F,6404,DH,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
R8499IKC,R,8499,IKC,Banyumas,Banyumas,Truck/Commercial
B344FI,B,344,FI,Jadetabek,Bekasi Kab,Private Car
AE5795PT,AE,5795,PT,Madiun,Madiun,Motorcycle
P1056YA,P,1056,YA,Besuki,Besuki,Private Car
P9193HNG,P,9193,HNG,Besuki,Besuki,Truck/Commercial
G7174LRO,G,7174,LRO,Pekalongan,Pekalongan,Bus
AB677JMP,AB,677,JMP,Yogyakarta,Yogyakarta,Private Car
DK8597RPV,DK,8597,RPV,Bali,Bali,Truck/Commercial
G567ND,G,567,ND,Pekalongan,Pekalongan,Private Car
S3022AZW,S,3022,AZW,Bojonegoro,Bojonegoro,Motorcycle
DA2812TU,DA,2812,TU,Kalsel,Kalsel,Motorcycle
E3369PXV,E,3369,PXV,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B7956SL,B,7956,SL,Jadetabek,Jakarta Selatan,Bus
L1901EX,L,1901,EX,Surabaya,Surabaya,Private Car
B7276BEZ,B,7276,BEZ,Jadetabek,Jakarta Barat,Bus
B822KI,B,822,KI,Jadetabek,Bekasi Kota,Private Car
K3355JJ,K,3355,JJ,Pati,Pati,Motorcycle
B9368WAS,B,9368,WAS,Jadetabek,Tangsel,Truck/Commercial
B9658TAB,B,9658,TAB,Jadetabek,Jakarta Timur,Truck/Commercial
B9590EQ,B,9590,EQ,Jadetabek,Depok,Truck/Commercial
DB9377IQI,DB,9377,IQI,Sulut,Sulut,Truck/Commercial
T9899RR,T,9899,RR,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
DK8258QDC,DK,8258,QDC,Bali,Bali,Truck/Commercial
B239EW,B,239,EW,Jadetabek,Depok,Private Car
T8184ZPD,T,8184,ZPD,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
AA4525KO,AA,4525,KO,Kedu,Kedu,Motorcycle
T8440YP,T,8440,YP,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
DD7780IXO,DD,7780,IXO,Sulsel,Sulsel,Bus
DA8037FGA,DA,8037,FGA,Kalsel,Kalsel,Truck/Commercial
T142GP,T,142,GP,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
T66GR,T,66,GR,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
K7759OW,K,7759,OW,Pati,Pati,Bus
AA8418NMA,AA,8418,NMA,Kedu,Kedu,Truck/Commercial
D7417DMD,D,7417,DMD,Bandung Raya,Bandung Raya,Bus
Z767RE,Z,767,RE,Tasikmalaya,Tasikmalaya,Private Car
DD444AQ,DD,444,AQ,Sulsel,Sulsel,Private Car
S5878JA,S,5878,JA,Bojonegoro,Bojonegoro,Motorcycle
B353SLP,B,353,SLP,Jadetabek,Jakarta Selatan,Private Car
B2329KDS,B,2329,KDS,Jadetabek,Bekasi Kota,Motorcycle
A8628YID,A,8628,YID,Banten,Banten,Truck/Commercial
B4252EK,B,4252,EK,Jadetabek,Depok,Motorcycle
AB9258MVY,AB,9258,MVY,Yogyakarta,Yogyakarta,Truck/Commercial
B1401CX,B,1401,CX,Jadetabek,Tangerang Kota,Private Car
B8646FN,B,8646,FN,Jadetabek,Bekasi Kab,Truck/Commercial
B8453TPJ,B,8453,TPJ,Jadetabek,Jakarta Timur,Truck/Commercial
W9882YVL,W,9882,YVL,Sidoarjo,Sidoarjo,Truck/Commercial
G7785JI,G,7785,JI,Pekalongan,Pekalongan,Bus
S1025PBL,S,1025,PBL,Bojonegoro,Bojonegoro,Private Car
M7403VUY,M,7403,VUY,Madura,Madura,Bus
DA444GJO,DA,444,GJO,Kalsel,Kalsel,Private Car
B5069TDI,B,5069,TDI,Jadetabek,Jakarta Timur,Motorcycle
B8288TH,B,8288,TH,Jadetabek,Jakarta Timur,Truck/Commercial
B8812PXJ,B,8812,PXJ,Jadetabek,Jakarta Pusat,Truck/Commercial
DD1500XHM,DD,1500,XHM,Sulsel,Sulsel,Private Car
K1161FR,K,1161,FR,Pati,Pati,Private Car
B7098WHS,B,7098,WHS,Jadetabek,Tangsel,Bus
B8270EK,B,8270,EK,Jadetabek,Depok,Truck/Commercial
B628EDG,B,628,EDG,Jadetabek,Depok,Private Car
DA528OE,DA,528,OE,Kalsel,Kalsel,Private Car
H2986PIA,H,2986,PIA,Semarang,Semarang,Motorcycle
AE1621UF,AE,1621,UF,Madiun,Madiun,Private Car
W790QJH,W,790,QJH,Sidoarjo,Sidoarjo,Private Car
B6688UEB,B,6688,UEB,Jadetabek,Jakarta Utara,Motorcycle
B9542WS,B,9542,WS,Jadetabek,Tangsel,Truck/Commercial
P9794GQX,P,9794,GQX,Besuki,Besuki,Truck/Commercial
P7130HJY,P,7130,HJY,Besuki,Besuki,Bus
B1333SNS,B,1333,SNS,Jadetabek,Jakarta Selatan,Private Car
B9831UJ,B,9831,UJ,Jadetabek,Jakarta Utara,Truck/Commercial
N6570EE,N,6570,EE,Malang,Malang,Motorcycle
L28LO,L,28,LO,Surabaya,Surabaya,Private Car
N8687JOO,N,8687,JOO,Malang,Malang,Truck/Commercial
DB9903TDG,DB,9903,TDG,Sulut,Sulut,Truck/Commercial
B8650KKY,B,8650,KKY,Jadetabek,Bekasi Kota,Truck/Commercial
AE7346CW,AE,7346,CW,Madiun,Madiun,Bus
Z7638KXD,Z,7638,KXD,Tasikmalaya,Tasikmalaya,Bus
A8672XO,A,8672,XO,Banten,Banten,Truck/Commercial
M9110CA,M,9110,CA,Madura,Madura,Truck/Commercial
A9476WC,A,9476,WC,Banten,Banten,Truck/Commercial
G7634LWZ,G,7634,LWZ,Pekalongan,Pekalongan,Bus
S7539VEK,S,7539,VEK,Bojonegoro,Bojonegoro,Bus
M349UX,M,349,UX,Madura,Madura,Private Car
N7166EMO,N,7166,EMO,Malang,Malang,Bus
AA3860WS,AA,3860,WS,Kedu,Kedu,Motorcycle
G3452TF,G,3452,TF,Pekalongan,Pekalongan,Motorcycle
F1186VKT,F,1186,VKT,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
F8120GIT,F,8120,GIT,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
AA393UG,AA,393,UG,Kedu,Kedu,Private Car
AD3144JIS,AD,3144,JIS,Surakarta,Surakarta,Motorcycle
K9318RVG,K,9318,RVG,Pati,Pati,Truck/Commercial
B9710BD,B,9710,BD,Jadetabek,Jakarta Barat,Truck/Commercial
M9466NCH,M,9466,NCH,Madura,Madura,Truck/Commercial
DD7658DP,DD,7658,DP,Sulsel,Sulsel,Bus
M8427YZN,M,8427,YZN,Madura,Madura,Truck/Commercial
DA1425JLU,DA,1425,JLU,Kalsel,Kalsel,Private Car
B295BYW,B,295,BYW,Jadetabek,Jakarta Barat,Private Car
AA1583GR,AA,1583,GR,Kedu,Kedu,Private Car
H6038SU,H,6038,SU,Semarang,Semarang,Motorcycle
P9488FCB,P,9488,FCB,Besuki,Besuki,Truck/Commercial
R1699EFN,R,1699,EFN,Banyumas,Banyumas,Private Car
F1311OO,F,1311,OO,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
KB1741VIH,KB,1741,VIH,Kalbar,Kalbar,Private Car
K4282BDO,K,4282,BDO,Pati,Pati,Motorcycle
G7002NW,G,7002,NW,Pekalongan,Pekalongan,Bus
DD8696FDH,DD,8696,FDH,Sulsel,Sulsel,Truck/Commercial
DA1837UG,DA,1837,UG,Kalsel,Kalsel,Private Car
W9107OO,W,9107,OO,Sidoarjo,Sidoarjo,Truck/Commercial
B7785CQ,B,7785,CQ,Jadetabek,Tangerang Kota,Bus
K1098PB,K,1098,PB,Pati,Pati,Private Car
KB2468LJ,KB,2468,LJ,Kalbar,Kalbar,Motorcycle
T1682DF,T,1682,DF,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
B9926FBW,B,9926,FBW,Jadetabek,Bekasi Kab,Truck/Commercial
B8217WY,B,8217,WY,Jadetabek,Tangsel,Truck/Commercial
B7015PKC,B,7015,PKC,Jadetabek,Jakarta Pusat,Bus
DB1654FV,DB,1654,FV,Sulut,Sulut,Private Car
B8145FWI,B,8145,FWI,Jadetabek,Bekasi Kab,Truck/Commercial
DD9329FUH,DD,9329,FUH,Sulsel,Sulsel,Truck/Commercial
R5927JC,R,5927,JC,Banyumas,Banyumas,Motorcycle
G1005HZZ,G,1005,HZZ,Pekalongan,Pekalongan,Private Car
DD6180GQ,DD,6180,GQ,Sulsel,Sulsel,Motorcycle
KB9679HNN,KB,9679,HNN,Kalbar,Kalbar,Truck/Commercial
AB7799XR,AB,7799,XR,Yogyakarta,Yogyakarta,Bus
DB9968OV,DB,9968,OV,Sulut,Sulut,Truck/Commercial
B2793KLL,B,2793,KLL,Jadetabek,Bekasi Kota,Motorcycle
F7857QM,F,7857,QM,Bogor/Sukabumi,Bogor/Sukabumi,Bus
T626KAY,T,626,KAY,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
DK7373TGM,DK,7373,TGM,Bali,Bali,Bus
B386CEX,B,386,CEX,Jadetabek,Tangerang Kota,Private Car
R617SKE,R,617,SKE,Banyumas,Banyumas,Private Car
AA948DFJ,AA,948,DFJ,Kedu,Kedu,Private Car
B2752CIV,B,2752,CIV,Jadetabek,Tangerang Kota,Motorcycle
S1025IAU,S,1025,IAU,Bojonegoro,Bojonegoro,Private Car
T7848XK,T,7848,XK,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B1554KB,B,1554,KB,Jadetabek,Bekasi Kota,Private Car
T7806BJ,T,7806,BJ,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B9027ZT,B,9027,ZT,Jadetabek,Depok,Truck/Commercial
AG7435MVF,AG,7435,MVF,Kediri,Kediri,Bus
AA5692BZJ,AA,5692,BZJ,Kedu,Kedu,Motorcycle
DD7756EF,DD,7756,EF,Sulsel,Sulsel,Bus
B9134FXQ,B,9134,FXQ,Jadetabek,Bekasi Kab,Truck/Commercial
B262CZ,B,262,CZ,Jadetabek,Tangerang Kota,Private Car
R9760AB,R,9760,AB,Banyumas,Banyumas,Truck/Commercial
S4734EDA,S,4734,EDA,Bojonegoro,Bojonegoro,Motorcycle
D7412YW,D,7412,YW,Bandung Raya,Bandung Raya,Bus
B8942UW,B,8942,UW,Jadetabek,Jakarta Utara,Truck/Commercial
AE8796BTC,AE,8796,BTC,Madiun,Madiun,Truck/Commercial
AG9781LMU,AG,9781,LMU,Kediri,Kediri,Truck/Commercial
B8990SR,B,8990,SR,Jadetabek,Jakarta Selatan,Truck/Commercial
B8490CY,B,8490,CY,Jadetabek,Tangerang Kota,Truck/Commercial
D3831RL,D,3831,RL,Bandung Raya,Bandung Raya,Motorcycle
B7293EE,B,7293,EE,Jadetabek,Depok,Bus
F5080YF,F,5080,YF,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
B8946CZF,B,8946,CZF,Jadetabek,Tangerang Kota,Truck/Commercial
W2707EZW,W,2707,EZW,Sidoarjo,Sidoarjo,Motorcycle
N8761FNN,N,8761,FNN,Malang,Malang,Truck/Commercial
B8239EH,B,8239,EH,Jadetabek,Depok,Truck/Commercial
E2809ZM,E,2809,ZM,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B462WPD,B,462,WPD,Jadetabek,Tangsel,Private Car
B7378ZQE,B,7378,ZQE,Jadetabek,Depok,Bus
B2391UV,B,2391,UV,Jadetabek,Jakarta Utara,Motorcycle
T8392UOA,T,8392,UOA,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
KB3316NN,KB,3316,NN,Kalbar,Kalbar,Motorcycle
N7321ICF,N,7321,ICF,Malang,Malang,Bus
DA1336LY,DA,1336,LY,Kalsel,Kalsel,Private Car
AD7425EN,AD,7425,EN,Surakarta,Surakarta,Bus
H9384PKP,H,9384,PKP,Semarang,Semarang,Truck/Commercial
AE7009AO,AE,7009,AO,Madiun,Madiun,Bus
D3903SG,D,3903,SG,Bandung Raya,Bandung Raya,Motorcycle
M9255BY,M,9255,BY,Madura,Madura,Truck/Commercial
B9199SZN,B,9199,SZN,Jadetabek,Jakarta Selatan,Truck/Commercial
G5905ZK,G,5905,ZK,Pekalongan,Pekalongan,Motorcycle
N558YNG,N,558,YNG,Malang,Malang,Private Car
B9207EDS,B,9207,EDS,Jadetabek,Depok,Truck/Commercial
AB4648SD,AB,4648,SD,Yogyakarta,Yogyakarta,Motorcycle
B4738UNK,B,4738,UNK,Jadetabek,Jakarta Utara,Motorcycle
B7568WVB,B,7568,WVB,Jadetabek,Tangsel,Bus
AE7675ORB,AE,7675,ORB,Madiun,Madiun,Bus
B7947EL,B,7947,EL,Jadetabek,Depok,Bus
S9814QNN,S,9814,QNN,Bojonegoro,Bojonegoro,Truck/Commercial
DK9940XA,DK,9940,XA,Bali,Bali,Truck/Commercial
KB457AUP,KB,457,AUP,Kalbar,Kalbar,Private Car
DA2337TMJ,DA,2337,TMJ,Kalsel,Kalsel,Motorcycle
A9436MD,A,9436,MD,Banten,Banten,Truck/Commercial
K947KLP,K,947,KLP,Pati,Pati,Private Car
KB1805WH,KB,1805,WH,Kalbar,Kalbar,Private Car
DA5262PF,DA,5262,PF,Kalsel,Kalsel,Motorcycle
R7556KQE,R,7556,KQE,Banyumas,Banyumas,Bus
D8014VUA,D,8014,VUA,Bandung Raya,Bandung Raya,Truck/Commercial
Z6816NAK,Z,6816,NAK,Tasikmalaya,Tasikmalaya,Motorcycle
KB8187JE,KB,8187,JE,Kalbar,Kalbar,Truck/Commercial
AD7783XAR,AD,7783,XAR,Surakarta,Surakarta,Bus
N8656TD,N,8656,TD,Malang,Malang,Truck/Commercial
L9453OZD,L,9453,OZD,Surabaya,Surabaya,Truck/Commercial
G8799GJ,G,8799,GJ,Pekalongan,Pekalongan,Truck/Commercial
DK7041PJ,DK,7041,PJ,Bali,Bali,Bus
AD7810NCV,AD,7810,NCV,Surakarta,Surakarta,Bus
AD8448EWZ,AD,8448,EWZ,Surakarta,Surakarta,Truck/Commercial
A4404OUM,A,4404,OUM,Banten,Banten,Motorcycle
DK1751OXJ,DK,1751,OXJ,Bali,Bali,Private Car
KB8869UAN,KB,8869,UAN,Kalbar,Kalbar,Truck/Commercial
KB8542PYW,KB,8542,PYW,Kalbar,Kalbar,Truck/Commercial
K1389AYP,K,1389,AYP,Pati,Pati,Private Car
AE7881OF,AE,7881,OF,Madiun,Madiun,Bus
B7476UB,B,7476,UB,Jadetabek,Jakarta Utara,Bus
B58CO,B,58,CO,Jadetabek,Tangerang Kota,Private Car
T9247LKW,T,9247,LKW,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
A8413CS,A,8413,CS,Banten,Banten,Truck/Commercial
D7397MXS,D,7397,MXS,Bandung Raya,Bandung Raya,Bus
B4382BXV,B,4382,BXV,Jadetabek,Jakarta Barat,Motorcycle
B7319CW,B,7319,CW,Jadetabek,Tangerang Kota,Bus
B8985CXY,B,8985,CXY,Jadetabek,Tangerang Kota,Truck/Commercial
T7551LC,T,7551,LC,Karawang/Purwakarta,Karawang/Purwakarta,Bus
F1820MZ,F,1820,MZ,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
G7061IZF,G,7061,IZF,Pekalongan,Pekalongan,Bus
B5772BSV,B,5772,BSV,Jadetabek,Jakarta Barat,Motorcycle
F8369TMV,F,8369,TMV,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
S7362EE,S,7362,EE,Bojonegoro,Bojonegoro,Bus
B7895PE,B,7895,PE,Jadetabek,Jakarta Pusat,Bus
E7180CDL,E,7180,CDL,Cirebon/Indramayu,Cirebon/Indramayu,Bus
R1390MZ,R,1390,MZ,Banyumas,Banyumas,Private Car
DA228EQJ,DA,228,EQJ,Kalsel,Kalsel,Private Car
T2616LAF,T,2616,LAF,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
T3312ZK,T,3312,ZK,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
H4413MGP,H,4413,MGP,Semarang,Semarang,Motorcycle
D9033HVX,D,9033,HVX,Bandung Raya,Bandung Raya,Truck/Commercial
E8142NTS,E,8142,NTS,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
M3175QCI,M,3175,QCI,Madura,Madura,Motorcycle
B8885ES,B,8885,ES,Jadetabek,Depok,Truck/Commercial
N4365QUG,N,4365,QUG,Malang,Malang,Motorcycle
B8021FJ,B,8021,FJ,Jadetabek,Bekasi Kab,Truck/Commercial
B9782KU,B,9782,KU,Jadetabek,Bekasi Kota,Truck/Commercial
B7261PDQ,B,7261,PDQ,Jadetabek,Jakarta Pusat,Bus
B83BQW,B,83,BQW,Jadetabek,Jakarta Barat,Private Car
AE6039HQ,AE,6039,HQ,Madiun,Madiun,Motorcycle
B4012FQ,B,4012,FQ,Jadetabek,Bekasi Kab,Motorcycle
Z8657QO,Z,8657,QO,Tasikmalaya,Tasikmalaya,Truck/Commercial
G8650JT,G,8650,JT,Pekalongan,Pekalongan,Truck/Commercial
K8576IOA,K,8576,IOA,Pati,Pati,Truck/Commercial
M162QQ,M,162,QQ,Madura,Madura,Private Car
B4305WC,B,4305,WC,Jadetabek,Tangsel,Motorcycle
G5339HI,G,5339,HI,Pekalongan,Pekalongan,Motorcycle
R7225TR,R,7225,TR,Banyumas,Banyumas,Bus
B7767BKM,B,7767,BKM,Jadetabek,Jakarta Barat,Bus
DB7304MG,DB,7304,MG,Sulut,Sulut,Bus
M1957MB,M,1957,MB,Madura,Madura,Private Car
T8049VD,T,8049,VD,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
B821FDE,B,821,FDE,Jadetabek,Bekasi Kab,Private Car
DA7651TET,DA,7651,TET,Kalsel,Kalsel,Bus
E9523LLB,E,9523,LLB,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
AE2511MDK,AE,2511,MDK,Madiun,Madiun,Motorcycle
S1095SL,S,1095,SL,Bojonegoro,Bojonegoro,Private Car
H856LST,H,856,LST,Semarang,Semarang,Private Car
G9946IY,G,9946,IY,Pekalongan,Pekalongan,Truck/Commercial
B7955KN,B,7955,KN,Jadetabek,Bekasi Kota,Bus
L7380CZZ,L,7380,CZZ,Surabaya,Surabaya,Bus
B9522WJJ,B,9522,WJJ,Jadetabek,Tangsel,Truck/Commercial
DK796HG,DK,796,HG,Bali,Bali,Private Car
E2962FRG,E,2962,FRG,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
F7939VW,F,7939,VW,Bogor/Sukabumi,Bogor/Sukabumi,Bus
B1793FC,B,1793,FC,Jadetabek,Bekasi Kab,Private Car
R7079OV,R,7079,OV,Banyumas,Banyumas,Bus
AG2223XF,AG,2223,XF,Kediri,Kediri,Motorcycle
P574DM,P,574,DM,Besuki,Besuki,Private Car
DB1442VEL,DB,1442,VEL,Sulut,Sulut,Private Car
DD7767MD,DD,7767,MD,Sulsel,Sulsel,Bus
B7076CK,B,7076,CK,Jadetabek,Tangerang Kota,Bus
B9695TAM,B,9695,TAM,Jadetabek,Jakarta Timur,Truck/Commercial
KB7431TID,KB,7431,TID,Kalbar,Kalbar,Bus
B311KNV,B,311,KNV,Jadetabek,Bekasi Kota,Private Car
B2675USM,B,2675,USM,Jadetabek,Jakarta Utara,Motorcycle
B8089SME,B,8089,SME,Jadetabek,Jakarta Selatan,Truck/Commercial
KB8240KZT,KB,8240,KZT,Kalbar,Kalbar,Truck/Commercial
B5016PY,B,5016,PY,Jadetabek,Jakarta Pusat,Motorcycle
N5742YC,N,5742,YC,Malang,Malang,Motorcycle
Z7892IIU,Z,7892,IIU,Tasikmalaya,Tasikmalaya,Bus
A7816BR,A,7816,BR,Banten,Banten,Bus
N7469OO,N,7469,OO,Malang,Malang,Bus
DD6515QMG,DD,6515,QMG,Sulsel,Sulsel,Motorcycle
B5219TJY,B,5219,TJY,Jadetabek,Jakarta Timur,Motorcycle
R4586BB,R,4586,BB,Banyumas,Banyumas,Motorcycle
B7320SX,B,7320,SX,Jadetabek,Jakarta Selatan,Bus
AB7537VO,AB,7537,VO,Yogyakarta,Yogyakarta,Bus
K7399GCC,K,7399,GCC,Pati,Pati,Bus
B7060SMT,B,7060,SMT,Jadetabek,Jakarta Selatan,Bus
B9533ZGI,B,9533,ZGI,Jadetabek,Depok,Truck/Commercial
DD7407FE,DD,7407,FE,Sulsel,Sulsel,Bus
B6012SF,B,6012,SF,Jadetabek,Jakarta Selatan,Motorcycle
KB7828UOI,KB,7828,UOI,Kalbar,Kalbar,Bus
B8032UW,B,8032,UW,Jadetabek,Jakarta Utara,Truck/Commercial
N2267GA,N,2267,GA,Malang,Malang,Motorcycle
AG2894IX,AG,2894,IX,Kediri,Kediri,Motorcycle
S1540FC,S,1540,FC,Bojonegoro,Bojonegoro,Private Car
B209FA,B,209,FA,Jadetabek,Bekasi Kab,Private Car
M286UGJ,M,286,UGJ,Madura,Madura,Private Car
AG1482MTB,AG,1482,MTB,Kediri,Kediri,Private Car
DD2606HH,DD,2606,HH,Sulsel,Sulsel,Motorcycle
L461SP,L,461,SP,Surabaya,Surabaya,Private Car
Z7088LL,Z,7088,LL,Tasikmalaya,Tasikmalaya,Bus
B7234SKV,B,7234,SKV,Jadetabek,Jakarta Selatan,Bus
B5986EQ,B,5986,EQ,Jadetabek,Depok,Motorcycle
B2679KWZ,B,2679,KWZ,Jadetabek,Bekasi Kota,Motorcycle
B560TD,B,560,TD,Jadetabek,Jakarta Timur,Private Car
A2445YJK,A,2445,YJK,Banten,Banten,Motorcycle
F2172VP,F,2172,VP,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
DB9197ZD,DB,9197,ZD,Sulut,Sulut,Truck/Commercial
B1453BP,B,1453,BP,Jadetabek,Jakarta Barat,Private Car
DK6522QDV,DK,6522,QDV,Bali,Bali,Motorcycle
W8296IX,W,8296,IX,Sidoarjo,Sidoarjo,Truck/Commercial
AD7173FT,AD,7173,FT,Surakarta,Surakarta,Bus
B7240TFZ,B,7240,TFZ,Jadetabek,Jakarta Timur,Bus
B8125PRA,B,8125,PRA,Jadetabek,Jakarta Pusat,Truck/Commercial
A9080FN,A,9080,FN,Banten,Banten,Truck/Commercial
AA5597ZL,AA,5597,ZL,Kedu,Kedu,Motorcycle
A1623MTZ,A,1623,MTZ,Banten,Banten,Private Car
DB9621VHF,DB,9621,VHF,Sulut,Sulut,Truck/Commercial
A8095EHM,A,8095,EHM,Banten,Banten,Truck/Commercial
AA1398XPN,AA,1398,XPN,Kedu,Kedu,Private Car
B504ZS,B,504,ZS,Jadetabek,Depok,Private Car
F7127OTR,F,7127,OTR,Bogor/Sukabumi,Bogor/Sukabumi,Bus
B696UAK,B,696,UAK,Jadetabek,Jakarta Utara,Private Car
B5423CKF,B,5423,CKF,Jadetabek,Tangerang Kota,Motorcycle
T5250KAE,T,5250,KAE,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
KB2303JHV,KB,2303,JHV,Kalbar,Kalbar,Motorcycle
B5867KVE,B,5867,KVE,Jadetabek,Bekasi Kota,Motorcycle
B4567FN,B,4567,FN,Jadetabek,Bekasi Kab,Motorcycle
G57HV,G,57,HV,Pekalongan,Pekalongan,Private Car
B5805PZ,B,5805,PZ,Jadetabek,Jakarta Pusat,Motorcycle
